VIDEO_ID,VIDEO_NAME,SENTENCE_ID,SENTENCE_NAME,START,END,SENTENCE
a0te0H5ms1Y,a0te0H5ms1Y-9-rgb_front,a0te0H5ms1Y_24,a0te0H5ms1Y_24-9-rgb_front,110.81,112.01,"Now, we're going to take the tape off."
a0te0H5ms1Y,a0te0H5ms1Y-9-rgb_front,a0te0H5ms1Y_25,a0te0H5ms1Y_25-9-rgb_front,112.48,114.52,Some people wait for the tape to dry.
a0te0H5ms1Y,a0te0H5ms1Y-9-rgb_front,a0te0H5ms1Y_26,a0te0H5ms1Y_26-9-rgb_front,114.59,116.74,It depends kind of on what you're doing.
a0te0H5ms1Y,a0te0H5ms1Y-9-rgb_front,a0te0H5ms1Y_27,a0te0H5ms1Y_27-9-rgb_front,117.03,121.54,Be very gentle and pull away the first strip.
a0te0H5ms1Y,a0te0H5ms1Y-9-rgb_front,a0te0H5ms1Y_28,a0te0H5ms1Y_28-9-rgb_front,123.32,125.06,"Now, let's pull away the second strip."
a0te0H5ms1Y,a0te0H5ms1Y-9-rgb_front,a0te0H5ms1Y_3,a0te0H5ms1Y_3-9-rgb_front,15.73,19.27,"Well, there's a nice technique you can use which is called masking."
a0te0H5ms1Y,a0te0H5ms1Y-9-rgb_front,a0te0H5ms1Y_30,a0te0H5ms1Y_30-9-rgb_front,130.89,131.64,Here you go.
a0te0H5ms1Y,a0te0H5ms1Y-9-rgb_front,a0te0H5ms1Y_32,a0te0H5ms1Y_32-9-rgb_front,136.34,137.66,Now you can fill this in yourself.
a0te0H5ms1Y,a0te0H5ms1Y-9-rgb_front,a0te0H5ms1Y_4,a0te0H5ms1Y_4-9-rgb_front,19.71,24.67,It basically involves obviously some painting but also some tape applied to your canvas.
a0te0H5ms1Y,a0te0H5ms1Y-9-rgb_front,a0te0H5ms1Y_5,a0te0H5ms1Y_5-9-rgb_front,24.92,27.37,"First, take off a couple strips of masking tape."
a0te0H5ms1Y,a0te0H5ms1Y-9-rgb_front,a0te0H5ms1Y_7,a0te0H5ms1Y_7-9-rgb_front,43.41,44.97,You put your masking tape on here.
a0te0H5ms1Y,a0te0H5ms1Y-9-rgb_front,a0te0H5ms1Y_8,a0te0H5ms1Y_8-9-rgb_front,45.21,47.35,"Now, we're going to fill around here with paint."
a0te0H5ms1Y,a0te0H5ms1Y-9-rgb_front,a0te0H5ms1Y_9,a0te0H5ms1Y_9-9-rgb_front,49.28,51.63,"And just go nuts on this, you know."
a3kZdrIq20o,a3kZdrIq20o-8-rgb_front,a3kZdrIq20o_0,a3kZdrIq20o_0-8-rgb_front,0.67,1.22,Hi!
a3kZdrIq20o,a3kZdrIq20o-8-rgb_front,a3kZdrIq20o_2,a3kZdrIq20o_2-8-rgb_front,4.86,9.9,In this video clip I will be showing you step 1 for installing a smoke detector.
a4MsS36gmRE,a4MsS36gmRE-3-rgb_front,a4MsS36gmRE_10,a4MsS36gmRE_10-3-rgb_front,44.03,48.62,I like to back stitch on these straps also.
a4MsS36gmRE,a4MsS36gmRE-3-rgb_front,a4MsS36gmRE_11,a4MsS36gmRE_11-3-rgb_front,48.62,51.51,You can't never sew the straps too many times.
a4MsS36gmRE,a4MsS36gmRE-3-rgb_front,a4MsS36gmRE_13,a4MsS36gmRE_13-3-rgb_front,55.96,66.03,We're almost done here.
a4MsS36gmRE,a4MsS36gmRE-3-rgb_front,a4MsS36gmRE_2,a4MsS36gmRE_2-3-rgb_front,17.77,20.37,If you notice it's a really good color for that.
a4MsS36gmRE,a4MsS36gmRE-3-rgb_front,a4MsS36gmRE_3,a4MsS36gmRE_3-3-rgb_front,20.4,22.39,And the outside of course is going to be black.
a4MsS36gmRE,a4MsS36gmRE-3-rgb_front,a4MsS36gmRE_5,a4MsS36gmRE_5-3-rgb_front,27.97,30.85,I'm going to go ahead and sew this closed.
a4MsS36gmRE,a4MsS36gmRE-3-rgb_front,a4MsS36gmRE_6,a4MsS36gmRE_6-3-rgb_front,30.85,32.35,You just line these up together.
a4MsS36gmRE,a4MsS36gmRE-3-rgb_front,a4MsS36gmRE_7,a4MsS36gmRE_7-3-rgb_front,33.55,35.45,I like to start right here on the button catch.
a4MsS36gmRE,a4MsS36gmRE-3-rgb_front,a4MsS36gmRE_8,a4MsS36gmRE_8-3-rgb_front,37.49,38.18,Sew that.
a4MsS36gmRE,a4MsS36gmRE-3-rgb_front,a4MsS36gmRE_9,a4MsS36gmRE_9-3-rgb_front,39.14,43.47,And we're just going to go right around the lip.
a5BJCnXAxWU,a5BJCnXAxWU-8-rgb_front,a5BJCnXAxWU_11,a5BJCnXAxWU_11-8-rgb_front,60.03,63.4,You can do this with water or different kinds.
a5BJCnXAxWU,a5BJCnXAxWU-8-rgb_front,a5BJCnXAxWU_15,a5BJCnXAxWU_15-8-rgb_front,88.08,92.1,This really does make life so much easier in the long run.
a5BJCnXAxWU,a5BJCnXAxWU-8-rgb_front,a5BJCnXAxWU_16,a5BJCnXAxWU_16-8-rgb_front,92.28,99.07,Because now we already have the pot basically centered on the wheel.
a5BJCnXAxWU,a5BJCnXAxWU-8-rgb_front,a5BJCnXAxWU_17,a5BJCnXAxWU_17-8-rgb_front,102.12,105.46,"Okay so we have our pot on the wheel, turned upside down."
a5BJCnXAxWU,a5BJCnXAxWU-8-rgb_front,a5BJCnXAxWU_18,a5BJCnXAxWU_18-8-rgb_front,105.61,109.71,And we're ready to center this pot onto the wheel.
a5BJCnXAxWU,a5BJCnXAxWU-8-rgb_front,a5BJCnXAxWU_19,a5BJCnXAxWU_19-8-rgb_front,110.07,112.28,And I will be showing you how to do that next.
a5BJCnXAxWU,a5BJCnXAxWU-8-rgb_front,a5BJCnXAxWU_4,a5BJCnXAxWU_4-8-rgb_front,25.7,28,What I have here is just a regular bat on the wheel.
a5BJCnXAxWU,a5BJCnXAxWU-8-rgb_front,a5BJCnXAxWU_6,a5BJCnXAxWU_6-8-rgb_front,34.86,37.43,So that we can place a pot on and it won't slip around.
a5BJCnXAxWU,a5BJCnXAxWU-8-rgb_front,a5BJCnXAxWU_8,a5BJCnXAxWU_8-8-rgb_front,41.91,44.88,Which will center the pot for you as you turn the wheel.
a5BJCnXAxWU,a5BJCnXAxWU-8-rgb_front,a5BJCnXAxWU_9,a5BJCnXAxWU_9-8-rgb_front,45.36,49.61,However I just have a regular bat here that you'll find in any ceramic studio.
a6BASjKKw1U,a6BASjKKw1U-5-rgb_front,a6BASjKKw1U_0,a6BASjKKw1U_0-5-rgb_front,0.1,0.52,Hi.
a6BASjKKw1U,a6BASjKKw1U-5-rgb_front,a6BASjKKw1U_11,a6BASjKKw1U_11-5-rgb_front,44.86,45.42,Good.
a6BASjKKw1U,a6BASjKKw1U-5-rgb_front,a6BASjKKw1U_16,a6BASjKKw1U_16-5-rgb_front,67.49,68.1,Very nice.
a6BASjKKw1U,a6BASjKKw1U-5-rgb_front,a6BASjKKw1U_18,a6BASjKKw1U_18-5-rgb_front,76.49,77.82,And that was the Yoga Kiss.
a6BASjKKw1U,a6BASjKKw1U-5-rgb_front,a6BASjKKw1U_7,a6BASjKKw1U_7-5-rgb_front,27.15,27.44,Good.
a6BASjKKw1U,a6BASjKKw1U-5-rgb_front,a6BASjKKw1U_9,a6BASjKKw1U_9-5-rgb_front,35.38,35.75,Good.
a6xKFGeHX4A,a6xKFGeHX4A-5-rgb_front,a6xKFGeHX4A_1,a6xKFGeHX4A_1-5-rgb_front,9.71,12.46,Today I would like to talk to you about traveling with your pet rat.
a6xKFGeHX4A,a6xKFGeHX4A-5-rgb_front,a6xKFGeHX4A_11,a6xKFGeHX4A_11-5-rgb_front,74.06,75.66,This is a wonderful carrier.
a6xKFGeHX4A,a6xKFGeHX4A-5-rgb_front,a6xKFGeHX4A_18,a6xKFGeHX4A_18-5-rgb_front,119.96,122.64,You can also carry multiple rats in this carrier.
a6xKFGeHX4A,a6xKFGeHX4A-5-rgb_front,a6xKFGeHX4A_21,a6xKFGeHX4A_21-5-rgb_front,154.15,159.98,You put your rat inside and zip it up.
a6xKFGeHX4A,a6xKFGeHX4A-5-rgb_front,a6xKFGeHX4A_4,a6xKFGeHX4A_4-5-rgb_front,26.57,31.11,I have here four different travel cases for your rat.
a6xKFGeHX4A,a6xKFGeHX4A-5-rgb_front,a6xKFGeHX4A_6,a6xKFGeHX4A_6-5-rgb_front,37.15,41.83,It has a little window in it so your rat can get air.
a6xKFGeHX4A,a6xKFGeHX4A-5-rgb_front,a6xKFGeHX4A_7,a6xKFGeHX4A_7-5-rgb_front,42.25,49.72,So you put your rat in the travel carrier and you can zip it up.
a6xKFGeHX4A,a6xKFGeHX4A-5-rgb_front,a6xKFGeHX4A_9,a6xKFGeHX4A_9-5-rgb_front,58.79,60.89,The great thing about this one is that it is a back pack.
a7BqyLnTfqo,a7BqyLnTfqo-5-rgb_front,a7BqyLnTfqo_12,a7BqyLnTfqo_12-5-rgb_front,70.67,72.62,This is what it looks like from the side angle.
a7BqyLnTfqo,a7BqyLnTfqo-5-rgb_front,a7BqyLnTfqo_14,a7BqyLnTfqo_14-5-rgb_front,82.94,85.47,I’ve added some glitter to look like snow.
a7BqyLnTfqo,a7BqyLnTfqo-5-rgb_front,a7BqyLnTfqo_16,a7BqyLnTfqo_16-5-rgb_front,88.54,90.8,You can use different colors if you like.
a7BqyLnTfqo,a7BqyLnTfqo-5-rgb_front,a7BqyLnTfqo_4,a7BqyLnTfqo_4-5-rgb_front,21.58,23.12,It is also a 5 x 8.
a7BqyLnTfqo,a7BqyLnTfqo-5-rgb_front,a7BqyLnTfqo_6,a7BqyLnTfqo_6-5-rgb_front,29.15,32.05,First we will take our marker; any color that you like.
a7BqyLnTfqo,a7BqyLnTfqo-5-rgb_front,a7BqyLnTfqo_8,a7BqyLnTfqo_8-5-rgb_front,41.59,46.78,"For times sake, I am going to show you the finished product like this."
a8QR93muFQ0,a8QR93muFQ0-8-rgb_front,a8QR93muFQ0_1,a8QR93muFQ0_1-8-rgb_front,5.14,6.31,There are several ways to do it.
a8QR93muFQ0,a8QR93muFQ0-8-rgb_front,a8QR93muFQ0_2,a8QR93muFQ0_2-8-rgb_front,6.76,8.08,First there are chemicals.
a8zoNzPmXik,a8zoNzPmXik-8-rgb_front,a8zoNzPmXik_11,a8zoNzPmXik_11-8-rgb_front,83.67,87.12,"It's a little four, flat, four pin plug."
a8zoNzPmXik,a8zoNzPmXik-8-rgb_front,a8zoNzPmXik_12,a8zoNzPmXik_12-8-rgb_front,87.69,89.69,"It's pretty common, most vehicles have them."
a8zoNzPmXik,a8zoNzPmXik-8-rgb_front,a8zoNzPmXik_13,a8zoNzPmXik_13-8-rgb_front,90.33,93.98,This is what's going to be on your vehicle and it's very simple to use.
a8zoNzPmXik,a8zoNzPmXik-8-rgb_front,a8zoNzPmXik_4,a8zoNzPmXik_4-8-rgb_front,22.87,25.6,This is the kind of plug in that you're going to have for trailer brakes.
a8zoNzPmXik,a8zoNzPmXik-8-rgb_front,a8zoNzPmXik_7,a8zoNzPmXik_7-8-rgb_front,39.95,42.71,Some vehicles you're going to have to wire the brakes yourself.
a8zoNzPmXik,a8zoNzPmXik-8-rgb_front,a8zoNzPmXik_8,a8zoNzPmXik_8-8-rgb_front,42.71,44.32,You're going to have to wire the lights yourself.
a9CgIaOL6WQ,a9CgIaOL6WQ-5-rgb_front,a9CgIaOL6WQ_1,a9CgIaOL6WQ_1-5-rgb_front,8.59,10.48,We're gonna roll this beautiful hair today.
a9CgIaOL6WQ,a9CgIaOL6WQ-5-rgb_front,a9CgIaOL6WQ_10,a9CgIaOL6WQ_10-5-rgb_front,39.92,42.63,Or maybe the customer wants a more tighter curl.
a9CgIaOL6WQ,a9CgIaOL6WQ-5-rgb_front,a9CgIaOL6WQ_6,a9CgIaOL6WQ_6-5-rgb_front,29.84,32.95,"Also, ask the customer what kind of wave she wants her hair to flow."
a9CgIaOL6WQ,a9CgIaOL6WQ-5-rgb_front,a9CgIaOL6WQ_9,a9CgIaOL6WQ_9-5-rgb_front,37.88,39.05,Somewhat like this.
a9abAEFmEQQ,a9abAEFmEQQ-5-rgb_front,a9abAEFmEQQ_1,a9abAEFmEQQ_1-5-rgb_front,7.81,15.56,I'm going to go ahead and have a little bit of this now.
a9abAEFmEQQ,a9abAEFmEQQ-5-rgb_front,a9abAEFmEQQ_6,a9abAEFmEQQ_6-5-rgb_front,47.36,50.81,I would be more of a deeper pink.
a9abAEFmEQQ,a9abAEFmEQQ-5-rgb_front,a9abAEFmEQQ_8,a9abAEFmEQQ_8-5-rgb_front,58.68,63.47,This is the way to eat this just go ahead and dig in.
aAJxGyiEEHU,aAJxGyiEEHU-5-rgb_front,aAJxGyiEEHU_2,aAJxGyiEEHU_2-5-rgb_front,15.67,17.25,One is forward and back motion.
aAJxGyiEEHU,aAJxGyiEEHU-5-rgb_front,aAJxGyiEEHU_5,aAJxGyiEEHU_5-5-rgb_front,31.43,34.75,"To demonstrate this, I'll move my boat without even taking a stroke."
aAJxGyiEEHU,aAJxGyiEEHU-5-rgb_front,aAJxGyiEEHU_8,aAJxGyiEEHU_8-5-rgb_front,54.4,57.9,"The more aggressive you get with it, the more vertical you can become."
aAbdm-MtiSw,aAbdm-MtiSw-3-rgb_front,aAbdm-MtiSw_0,aAbdm-MtiSw_0-3-rgb_front,0.44,2.24,Here we have a really fun style of skirt.
aAbdm-MtiSw,aAbdm-MtiSw-3-rgb_front,aAbdm-MtiSw_2,aAbdm-MtiSw_2-3-rgb_front,8.01,12.52,It's all how you reference it and how you design around it.
aBvr3KFxFRw,aBvr3KFxFRw-5-rgb_front,aBvr3KFxFRw_8,aBvr3KFxFRw_8-5-rgb_front,71.83,76.44,We are going to need a cutting board.
aCOz5Zi3K1s,aCOz5Zi3K1s-3-rgb_front,aCOz5Zi3K1s_10,aCOz5Zi3K1s_10-3-rgb_front,56.82,62.58,The cap does help keep your wig clean but it is not necessary.
aCOz5Zi3K1s,aCOz5Zi3K1s-3-rgb_front,aCOz5Zi3K1s_3,aCOz5Zi3K1s_3-3-rgb_front,17.87,19.87,There is no right or wrong way to do it.
aCOz5Zi3K1s,aCOz5Zi3K1s-3-rgb_front,aCOz5Zi3K1s_5,aCOz5Zi3K1s_5-3-rgb_front,24.65,28.29,Some people really need the cap to feel that security that it gives you.
aCc-DzPTDo4,aCc-DzPTDo4-5-rgb_front,aCc-DzPTDo4_10,aCc-DzPTDo4_10-5-rgb_front,77.43,80.44,"So, I'm not afraid to buy bulbs that have a little bit of a shoot."
aCc-DzPTDo4,aCc-DzPTDo4-5-rgb_front,aCc-DzPTDo4_2,aCc-DzPTDo4_2-5-rgb_front,4.65,7.82,"Next, I'm going to talk about how to select flower bulbs."
aCc-DzPTDo4,aCc-DzPTDo4-5-rgb_front,aCc-DzPTDo4_21,aCc-DzPTDo4_21-5-rgb_front,129.33,130.34,This bulb is fine.
aCc-DzPTDo4,aCc-DzPTDo4-5-rgb_front,aCc-DzPTDo4_25,aCc-DzPTDo4_25-5-rgb_front,153.12,154.48,This looks like a fine bulb.
aCc-DzPTDo4,aCc-DzPTDo4-5-rgb_front,aCc-DzPTDo4_32,aCc-DzPTDo4_32-5-rgb_front,194.34,196.98,"So, those are a few tips on selecting bulbs."
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_10,aD-Fbewpd3s_10-8-rgb_front,34.26,34.88,Exhale.
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_11,aD-Fbewpd3s_11-8-rgb_front,34.88,37.23,Close the ribcage and come up.
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_12,aD-Fbewpd3s_12-8-rgb_front,38.01,38.76,Inhale.
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_13,aD-Fbewpd3s_13-8-rgb_front,38.76,39.39,Hold.
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_14,aD-Fbewpd3s_14-8-rgb_front,39.92,40.72,Exhale.
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_15,aD-Fbewpd3s_15-8-rgb_front,40.9,42.11,Push the ball out.
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_16,aD-Fbewpd3s_16-8-rgb_front,42.99,43.74,Inhale.
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_17,aD-Fbewpd3s_17-8-rgb_front,43.74,46.26,Bring it in and come down.
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_18,aD-Fbewpd3s_18-8-rgb_front,47.08,48.17,Exhale.
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_19,aD-Fbewpd3s_19-8-rgb_front,48.17,48.44,Up.
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_2,aD-Fbewpd3s_2-8-rgb_front,10.42,12.17,"So, support the abs."
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_20,aD-Fbewpd3s_20-8-rgb_front,49.08,50.09,Inhale.
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_21,aD-Fbewpd3s_21-8-rgb_front,50.09,50.76,Hold.
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_22,aD-Fbewpd3s_22-8-rgb_front,51.1,52.31,Exhale.
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_23,aD-Fbewpd3s_23-8-rgb_front,52.31,52.58,Out.
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_24,aD-Fbewpd3s_24-8-rgb_front,53.43,54.64,Inhale.
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_25,aD-Fbewpd3s_25-8-rgb_front,54.64,55.12,In.
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_26,aD-Fbewpd3s_26-8-rgb_front,55.51,57.83,"And, exhale down."
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_27,aD-Fbewpd3s_27-8-rgb_front,58.24,63.05,"Now, this exercise can be advanced by doing it with just one leg."
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_3,aD-Fbewpd3s_3-8-rgb_front,12.17,13.41,Close the ribcage.
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_4,aD-Fbewpd3s_4-8-rgb_front,13.41,17.96,Curl down to come flat on your back and bring the ball under your legs.
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_5,aD-Fbewpd3s_5-8-rgb_front,18.33,21.47,"From here, extend the ball out to ninety degrees."
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_6,aD-Fbewpd3s_6-8-rgb_front,21.47,24.21,"Now, you want your feet kind of on the side of the ball."
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_7,aD-Fbewpd3s_7-8-rgb_front,26.32,29.79,We are going to go ahead and bridge up in one move.
aD-Fbewpd3s,aD-Fbewpd3s-8-rgb_front,aD-Fbewpd3s_9,aD-Fbewpd3s_9-8-rgb_front,31.8,33.38,"So, take a nice inhale."
aD13SrgLiYM,aD13SrgLiYM-9-rgb_front,aD13SrgLiYM_6,aD13SrgLiYM_6-9-rgb_front,51.52,52.72,It just takes practice.
aD7Kmdiuigo,aD7Kmdiuigo-5-rgb_front,aD7Kmdiuigo_1,aD7Kmdiuigo_1-5-rgb_front,8.57,10.09,This clip is about writing a story.
aD7Kmdiuigo,aD7Kmdiuigo-5-rgb_front,aD7Kmdiuigo_14,aD7Kmdiuigo_14-5-rgb_front,57.81,61.11,You have to tell the audience something that they don't know when you're writing a story.
aD7Kmdiuigo,aD7Kmdiuigo-5-rgb_front,aD7Kmdiuigo_21,aD7Kmdiuigo_21-5-rgb_front,87.04,89.23,But give them just enough that they want to keep watching.
aD7Kmdiuigo,aD7Kmdiuigo-5-rgb_front,aD7Kmdiuigo_23,aD7Kmdiuigo_23-5-rgb_front,94.73,98.7,That's the key to successful story telling; telling the audience something that they don't already know.
aD7Kmdiuigo,aD7Kmdiuigo-5-rgb_front,aD7Kmdiuigo_25,aD7Kmdiuigo_25-5-rgb_front,104.57,105.62,It's called b roll.
aD7Kmdiuigo,aD7Kmdiuigo-5-rgb_front,aD7Kmdiuigo_32,aD7Kmdiuigo_32-5-rgb_front,132.93,133.55,They can see it.
aD7Kmdiuigo,aD7Kmdiuigo-5-rgb_front,aD7Kmdiuigo_34,aD7Kmdiuigo_34-5-rgb_front,134.87,135.58,So remember that.
aD7Kmdiuigo,aD7Kmdiuigo-5-rgb_front,aD7Kmdiuigo_4,aD7Kmdiuigo_4-5-rgb_front,19.84,21.1,But you have to be prepared.
aE7Yb_KJLUk,aE7Yb_KJLUk-8-rgb_front,aE7Yb_KJLUk_12,aE7Yb_KJLUk_12-8-rgb_front,63.54,67.53,"Now, this orange portal is closed because we haven't placed a blue portal yet."
aE7Yb_KJLUk,aE7Yb_KJLUk-8-rgb_front,aE7Yb_KJLUk_17,aE7Yb_KJLUk_17-8-rgb_front,109.85,113.48,And now it's going to allow us to move on to the next test chamber.
aE7Yb_KJLUk,aE7Yb_KJLUk-8-rgb_front,aE7Yb_KJLUk_19,aE7Yb_KJLUk_19-8-rgb_front,125.82,127.66,And that's this test chamber.
aF2UwmXKdI4,aF2UwmXKdI4-5-rgb_front,aF2UwmXKdI4_0,aF2UwmXKdI4_0-5-rgb_front,0.18,0.83,What's up guys?
aFIzcs0uO6U,aFIzcs0uO6U-8-rgb_front,aFIzcs0uO6U_10,aFIzcs0uO6U_10-8-rgb_front,57.76,59.2,Everything done in half steps.
aFIzcs0uO6U,aFIzcs0uO6U-8-rgb_front,aFIzcs0uO6U_2,aFIzcs0uO6U_2-8-rgb_front,12.19,15.47,"Half a step with one foot, half a step with the other."
aFIzcs0uO6U,aFIzcs0uO6U-8-rgb_front,aFIzcs0uO6U_3,aFIzcs0uO6U_3-8-rgb_front,15.86,17.81,"Half a step with one foot, half a step with the other."
aFIzcs0uO6U,aFIzcs0uO6U-8-rgb_front,aFIzcs0uO6U_9,aFIzcs0uO6U_9-8-rgb_front,51.79,54.59,You're going to get less tired that way.
aG2-aeelqto,aG2-aeelqto-5-rgb_front,aG2-aeelqto_3,aG2-aeelqto_3-5-rgb_front,24.71,28.31,Another thing to consider when using your laptop is your battery life.
aG3SkYk_V1U,aG3SkYk_V1U-3-rgb_front,aG3SkYk_V1U_1,aG3SkYk_V1U_1-3-rgb_front,4.86,7.44,Today I'll be talking about different gift ideas.
aG3SkYk_V1U,aG3SkYk_V1U-3-rgb_front,aG3SkYk_V1U_3,aG3SkYk_V1U_3-3-rgb_front,11.19,14.05,Another great gift is a car sound system.
aG3SkYk_V1U,aG3SkYk_V1U-3-rgb_front,aG3SkYk_V1U_7,aG3SkYk_V1U_7-3-rgb_front,33.47,36.99,But they would love you if you bought them a sound system.
aGITFRfpMJA,aGITFRfpMJA-8-rgb_front,aGITFRfpMJA_10,aGITFRfpMJA_10-8-rgb_front,63.96,65.93,So practice and practice.
aGITFRfpMJA,aGITFRfpMJA-8-rgb_front,aGITFRfpMJA_12,aGITFRfpMJA_12-8-rgb_front,73.8,79.35,But find the right place to stand for every spare for your game.
aGITFRfpMJA,aGITFRfpMJA-8-rgb_front,aGITFRfpMJA_13,aGITFRfpMJA_13-8-rgb_front,79.71,84.22,"Now I'll show you, I have a one, a two, and a six."
aGITFRfpMJA,aGITFRfpMJA-8-rgb_front,aGITFRfpMJA_14,aGITFRfpMJA_14-8-rgb_front,84.66,92.39,"Now anytime, I have the head pin up, I'll throw a strike ball, okay?"
aGITFRfpMJA,aGITFRfpMJA-8-rgb_front,aGITFRfpMJA_17,aGITFRfpMJA_17-8-rgb_front,126.68,129.35,That's nice when a plan comes together.
aGITFRfpMJA,aGITFRfpMJA-8-rgb_front,aGITFRfpMJA_18,aGITFRfpMJA_18-8-rgb_front,129.96,132.04,"Do it right, you'll get it done."
aGITFRfpMJA,aGITFRfpMJA-8-rgb_front,aGITFRfpMJA_5,aGITFRfpMJA_5-8-rgb_front,22.85,25.33,Let's show you how I make the six pin.
aGITFRfpMJA,aGITFRfpMJA-8-rgb_front,aGITFRfpMJA_7,aGITFRfpMJA_7-8-rgb_front,37.52,44.87,I'm going to try to hit that line and make this pin.
aGITk8jgtwQ,aGITk8jgtwQ-5-rgb_front,aGITk8jgtwQ_0,aGITk8jgtwQ_0-5-rgb_front,0.09,3.7,This next collar style is a stand collar.
aGITk8jgtwQ,aGITk8jgtwQ-5-rgb_front,aGITk8jgtwQ_1,aGITk8jgtwQ_1-5-rgb_front,4.03,8.81,What we see this on typically would be like outer wear.
aGITk8jgtwQ,aGITk8jgtwQ-5-rgb_front,aGITk8jgtwQ_2,aGITk8jgtwQ_2-5-rgb_front,8.81,9.97,It could be on anything.
aGITk8jgtwQ,aGITk8jgtwQ-5-rgb_front,aGITk8jgtwQ_3,aGITk8jgtwQ_3-5-rgb_front,10.29,11.96,But like a jacket.
aGITk8jgtwQ,aGITk8jgtwQ-5-rgb_front,aGITk8jgtwQ_5,aGITk8jgtwQ_5-5-rgb_front,21.28,24.96,"And the collar, as I said before a stand is the rise."
aGITk8jgtwQ,aGITk8jgtwQ-5-rgb_front,aGITk8jgtwQ_6,aGITk8jgtwQ_6-5-rgb_front,25.01,27.95,The stand is the length from there to there.
aGITk8jgtwQ,aGITk8jgtwQ-5-rgb_front,aGITk8jgtwQ_7,aGITk8jgtwQ_7-5-rgb_front,27.95,29.19,That's your collar stand.
aHUC2fh-jfQ,aHUC2fh-jfQ-8-rgb_front,aHUC2fh-jfQ_18,aHUC2fh-jfQ_18-8-rgb_front,103.12,104.63,"And we say, yes, we need to get a few shots here."
aHUC2fh-jfQ,aHUC2fh-jfQ-8-rgb_front,aHUC2fh-jfQ_23,aHUC2fh-jfQ_23-8-rgb_front,126.18,128.48,So it's very important to make sure that they work well together.
aHUC2fh-jfQ,aHUC2fh-jfQ-8-rgb_front,aHUC2fh-jfQ_3,aHUC2fh-jfQ_3-8-rgb_front,20.54,22.54,"Some people don't, some people go to the videographer first."
aHUC2fh-jfQ,aHUC2fh-jfQ-8-rgb_front,aHUC2fh-jfQ_4,aHUC2fh-jfQ_4-8-rgb_front,22.54,25.01,But most of it is done through the photographer first.
aI092VEhmRU,aI092VEhmRU-8-rgb_front,aI092VEhmRU_12,aI092VEhmRU_12-8-rgb_front,89.16,92.01,And the proper new filter.
aI092VEhmRU,aI092VEhmRU-8-rgb_front,aI092VEhmRU_4,aI092VEhmRU_4-8-rgb_front,23.2,27.61,"So here we've got an oil filter, air filter, and fuel filter."
aI092VEhmRU,aI092VEhmRU-8-rgb_front,aI092VEhmRU_6,aI092VEhmRU_6-8-rgb_front,39.56,40.43,One hundred hours.
aJpNFZd3uPw,aJpNFZd3uPw-5-rgb_front,aJpNFZd3uPw_14,aJpNFZd3uPw_14-5-rgb_front,56.17,56.46,Get down.
aJpNFZd3uPw,aJpNFZd3uPw-5-rgb_front,aJpNFZd3uPw_15,aJpNFZd3uPw_15-5-rgb_front,58.8,60.22,Good girl!
aJpNFZd3uPw,aJpNFZd3uPw-5-rgb_front,aJpNFZd3uPw_16,aJpNFZd3uPw_16-5-rgb_front,61.01,64.49,"Good girl, you did good girl, come her, come here."
